,title,content,date,link
30,粧出質感魅力，眼唇彩粧守則,                       眼唇彩粧是許多人日常粧容的關鍵，正確的使用方式與產品選擇，不僅能提升粧容質感，更能確保肌膚健康。食品藥物管理署(食藥署)提醒消費者，挑選彩粧品時應留意標示資訊，使用時依照適當方式，並確保肌膚清潔，完整卸粧，讓粧感與健康兼顧。   眼唇彩粧與卸粧化粧品種類多，常見包括眼影、眼線、睫毛膏、唇膏、唇蜜、卸粧油、卸粧乳等。消費者可依「彩粧5守則」來挑選與使用：「選有標」，購買標示完整的產品，包括品名、用途、保存期限等；「查登錄」，必要時可至食藥署「化粧品產品登錄平台系統-民眾查詢」查詢產品是否已登錄；「依用法」，不同部位使用的彩粧品應按照標示正確使用，例如唇線筆不應用於眼部；「要檢視」，定期檢查化粧品是否過期、變質或發霉；「重衛生」，使用彩粧時應保持工具衛生，避免與他人共用，確保安全。   彩粧後應徹底卸粧，確保肌膚清潔無殘留。卸粧時應使用足夠的卸粧產品，進行乳化步驟，最後搭配洗面乳等洗臉劑清潔，以減少彩粧殘留對肌膚的影響。如使用彩粧後肌膚產生異常，應立即停用，並攜帶相關產品標示就醫，詳述使用情形，亦可透過食藥署建立之「藥品醫療器材食品化粧品上市後品質管理系統」，網址：http://qms.fda.gov.tw/tcbw/，通報專線：02-2521-5027。更多化粧品安全資訊可至「TFDA化粧品安全使用」臉書粉絲團(http://www.facebook.com/tfdacos)查詢，了解如何安全使用化粧品，一起粧出健康美麗！,2025-03-05,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623437
31,衛生福利部食品藥物管理署代理、新任署長交接暨宣誓典禮,                      衛生福利部食品藥物管理署今（27）日上午11時30分舉行代理、新任署長交接暨宣誓典禮，由衛生福利部邱部長泰源親自主持監交儀式，新任署長由國立臺灣大學醫學院毒理學研究所教授兼所長姜至剛接任。邱部長表示，姜署長研究專長為醫學、食品安全與藥毒理學等，同時具備學術專業及臨床實務，又國立臺灣大學醫學院附設醫院吳院長明賢特別出席典禮並力薦，姜署長為腎臟科醫師，精通藥品及毒理，且具法律碩士學位，是不可多得的三刀流人才，相信能發揮所長，帶領食藥署團隊，賡續重要業務之推動。  邱部長感謝卸任代理林署長代理期間之辛勞，帶領食藥署同仁堅守崗位、守護全民健康。姜署長指出，食藥署職掌的「食品」、「藥品」、「醫療器材」及「化粧品」四大業務，攸關國人健康安全，責任重大。面對未來挑戰，食藥署將全面提升管理與科技能量，並特別聚焦於以下重點業務：  藥品方面，除了嚴守民眾用藥安全，更將全面強化藥品供應鏈的韌性，確保藥物供應穩定，並積極推動國內生技藥業的發展，以創新研發帶動產業升級。  食品方面，針對邦克列酸、諾羅病毒、仙人掌桿菌等生物性危害，將透過完善GHP與HACCP制度，從源頭防範生物性危害。對於蘇丹紅、農藥殘留等化學性危害，將結合人工智慧科技輔助監控與檢驗，並透過跨部會合作及吹哨者保護機制，及時揭發並有效遏止食安違法事件。  醫療器材及化粧品方面，署方將加速法規與標準的國際接軌，促進產業的國際競爭力與產品安全性，保障民眾健康並帶動產業成長。  姜署長強調接任署長重任後，將持續精進食品安全制度設計、發展數位監控及人工智慧技術、強化邊境查驗、落實源頭管理及中央地方合作稽查，並強化藥品供應短缺通報處理機制，確保醫療體系供需平衡等，帶領食藥署專業團隊一同努力、與時俱進，同時加強與各公協會及國內外機關構的溝通、協調與合作，持續透過「公私協力」與「自主規制」模式守護民眾安全，也盼社會各界給予食藥署支持與鼓勵。                ,2025-02-27,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623434
32,元宵湯圓購買攻略，呷安心顧健康,                    為慶祝元宵節，民眾多半會購買元宵或湯圓與家人共度佳節。元宵及湯圓的製程及成分各有不同，元宵多由餡料蘸附糯米粉與糖等原料製成，經過滾圓、蒸煮等工藝；而湯圓則是由糯米粉與餡料結合，多數由機械製成。這些產品的製程與成分會影響其口感與保存方式，建議民眾可選擇適合的產品食用。食藥署提醒，民眾選購及食用時可注意下列事項，以確保食品的安全衛生。1. 選店家選擇有食品業者登錄字號的食品業者，且留意現場製作環境乾淨整潔。2. 看標示/主動問主動詢問店家或仔細閱讀外包裝標示的成分及過敏原資訊，並確認保存期限及保存條件。3. 妥保存冷藏或冷凍保存，勿儲放在7℃-60℃的溫度範圍，避免食品變質。4. 要煮熟烹煮食品中心溫度超過70℃，湯圓、元宵煮熟浮起後再煮1-2分鐘，確保內外完全熟透。此外，湯圓與元宵多半有高糖與高油，建議適量攝取並搭配均衡飲食，過個兼具美味及健康的元宵節。,2025-02-12,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623415
33,洗鼻器，讓你告別過敏，迎接春天的芬芳,                        春天來臨，萬物復甦，但對於有過敏性鼻炎的人來說，這也是最難熬的時候。隨著花粉四散飛揚，加上空氣污染和霾害問題加劇，鼻腔容易累積灰塵、花粉和細菌，進而引發鼻塞、打噴嚏、流鼻水等不適症狀。一般而言，鼻子具有自清能力，無須借助洗鼻器來清除鼻腔內髒汙微粒，然而，當髒汙過多或具傷害性時，可能影響鼻腔黏膜的清除及保護功能。    洗鼻器屬第一等級醫療器材，如裝置內含沖洗溶液或洗鼻鹽，則屬第二等級醫療器材，透過洗鼻器使用生理鹽水沖洗，可以幫助清除過敏原、灰塵等有害物質，緩解過敏反應，改善鼻塞和流鼻水等不適，有助於過敏性鼻炎患者舒緩症狀。使用洗鼻器時，可以搭配適當溫度的生理食鹽水來進行清潔，並注意操作方式，避免水流過急或過猛，但仍須尋求醫師專業意見及配合治療，才能有效地改善過敏症狀。    食品藥物管理署提醒您，選購此類產品時，應依照「醫材安心三步驟」，「一認」-認識洗鼻器是醫療器材；「二看」-購買時要看外盒有無標示醫療器材許可字號；「三會用」-使用前要詳閱說明書，才能正確使用。如有需查詢醫療器材許可證產品相關資料，可至食品藥物管理署網站之許可證資料庫查詢（連結：食品藥物管理署網站首頁http://www.fda.gov.tw>醫療器材>資訊查詢>醫療器材許可證資料庫>西藥、醫療器材許可證相關查詢）；此外，若醫療器材引起之不良反應，請通報衛生福利部食品藥物管理署建置之藥品醫療器材食品化粧品上市後品質管理系統(醫療器材不良事件通報專線02-2396-0100；網站：http://qms.fda.gov.tw)。,2025-02-05,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623401
34,你知道這些商品是醫療器材嗎？非醫療器材商不得販售！,                        隨著農曆新年的到來，許多民眾會趁此機會大掃除，常常發現有許多用不完或沒用到的商品，但您知道有些商品其實是醫療器材嗎?除了常見的醫用口罩、OK繃、紗布、棉花棒以外，如隱形眼鏡保存盒/保養液、洗/吸鼻器、液體藥物給藥器、月經量杯(月亮杯)、保險套、衛生棉條等也都是醫療器材。食藥署提醒，民眾未領有販賣業醫療器材許可執照，不得於任何通路販賣醫療器材，以免違反醫療器材管理法第13條，處新臺幣3萬元以上100萬元以下罰鍰。    食藥署另提醒民眾，選購醫療器材產品時，應依照「醫材安心三步驟」，「一認」-認識產品為醫療器材；「二看」-購買時要看外包裝有無標示醫療器材許可證或登錄字號；「三會用」-使用前要詳閱說明書，才能正確使用。如需查詢醫療器材許可證或登錄產品相關資料，可至食藥署網站之許可證資料庫查詢（連結：食品藥物管理署網站首頁http://www.fda.gov.tw>醫療器材>資訊查詢>醫療器材許可證資料庫>醫療器材許可證及登錄查詢）；此外，若醫療器材引起之不良反應，請通報衛生福利部建置之全國藥物不良反應通報中心(藥物不良反應通報專線02-2396-0100；網站：http://qms.fda.gov.tw/)。,2025-02-02,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623395
35,飲酒需謹慎，小心藥品交互作用,                        農曆春節連假將至，家人熱鬧聚餐歡慶佳節，興奮之餘，常會使用酒精飲品。衛生福利部食品藥物管理署（以下簡稱食藥署）叮嚀，有些藥品與酒精併用會產生交互作用，可能影響藥效或增加副作用發生風險，切勿以酒代替開水吃藥，以保障自身用藥安全。    會與酒精產生交互作用的藥品類別，包含止痛藥(ibuprofen、indomethacin等)、鎮靜安眠藥(alprazolam、diazepam、lorazepam、zolpidem等)、抗生素(metronidazole、co-trimoxazole、cefamandole等)、降血糖藥(glimepiride、glipizide、glyburide等)、心血管用藥(lercanidipine、doxazosin等)等，這些藥品就算不是跟酒精同時使用，也可能因酒精在體內代謝過程長達數小時，因此產生交互作用。建議有在使用這些藥品的民眾，在用藥前詳閱藥品仿單或說明書，確認是否有藥與酒交互作用之風險，如果對於藥品使用有任何疑問，可以諮詢醫師或藥師。    食藥署提醒，正在使用前述類別藥品的民眾，應儘量避免飲酒，也不要因為擔心藥與酒交互作用風險而自行停藥或減藥，謹記按醫囑用藥，以免影響病情，用藥後注意身體反應，若有身體不適情形，應攜帶用藥紀錄單，立即回診就醫。大家一起健康迎新春、過好年。                ,2025-01-28,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623393
36,本署針對臺中市林酒店疑似食品中毒事件說明,食品藥物管理署（下稱食藥署）於114年1月25日接獲臺中市食品藥物安全處（下稱食安處）通報轄內林酒店於 114 年 1 月 24 日晚間承攬尾牙活動，發生疑似食品中毒事件，本案截至今日，共計通報14人有疑似症狀，並抽驗食餘及環境等檢體共計8件，刻正由食安處檢驗中。針對業者不符合食品良好衛生規範（GHP）準則部分，已責令業者於1月28日前改善完竣並擇日複查。食藥署將持續與食安處保持密切聯繫共同釐清事件原因並確保食品安全。 食藥署提醒所有餐飲業者，應恪遵 GHP 準則，確保食品製備環境及人員衛生符合規定。同時也呼籲民眾，外出用餐時 ，應盡量選擇信譽及環境良好的餐飲場所，並於用餐前將雙手澈底清潔 ，降低食品中毒風險 ；在家準備料理時，應將雙手洗淨 ，注意生熟食材及刀具要分開使用，避免交叉污染，並且注意保存溫度。如出現疑似食品中毒症狀時，也應及早就醫並保存相關用餐資料，以利後續追蹤調查。 喜蛇迎新年，不忘落實食品中毒預防五要（洗、鮮、分、熱、存）及二不（山泉水與動植物，不採食）原則，美好新年假期，吃得安心又放心。,2025-01-26,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=30923
37,五要二不記得牢 歡慶喜迎蛇年到,                        歲末年終、迎春時節，家家戶戶都少不了美味佳餚來一同歡慶新年，食品藥物管理署(以下稱食藥署)提醒大家，不論是在外宴飲或在家圍爐，都要落實預防食品中毒的五要「洗鮮分熱存，要落實」，二不「山泉與動植，不採食」原則，吃得安心又放心，一起度過美好的新年假期。    調理食品時，要「洗」淨雙手、有傷口要包紮；注意食材新「鮮」度、不過量採買；製備餐點時生熟食要「分」開處理，並要澈底加「熱」到中心溫度70°C以上；另外，不管是在家未食用完的菜餚，或打包外帶的餐點，都要儘速冷藏保「存」在7°C以下，如果是易腐敗的，建議存放於5°C以下，並記得充分復熱後再享用！春節假期出外郊遊踏青時，也要記得不飲用「山泉」水，並且不食用不明的「動植」物，才能開心出門、安心飲食、平安回家。   食藥署已製作預防食品中毒相關宣導品，放置於食藥署網站的「防治食品中毒專區」（http://www.fda.gov.tw/TC/site.aspx?sid=1816），歡迎大家自由下載利用。,2025-01-26,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623392
38,年菜復熱要當心，蛇年團圓享安心！,                       健康過好年，從飲食安全開始！食品藥物管理署提醒民眾，新春佳節歡聚大啖年菜時，要注意復熱過程存在的風險，並且遵循「五要二不」原則，做好食材選購、烹調與保存工作。同時也要注意諾羅病毒等食媒性疾病的預防，讓家人吃得安心又健康，迎接充滿幸福與平安的蛇年！認識細菌生長危險溫度帶，年菜復熱小提醒　　細菌生長危險溫度帶（7~60℃）：細菌在這個溫度範圍內會迅速繁殖，菜餚若長時間處於此區間，容易孳生細菌及毒素，大幅增加食品中毒風險。1.復熱溫度：復熱年菜時，確保加熱溫度達70℃以上，可殺滅大部分微生物。2.復熱次數：避免多次復熱，使菜餚反覆處於危險溫度帶。3.適量準備：酌量準備每一餐，用心為家人準備料理的同時，減少食材浪費，也降低食品中毒風險。五要二不，預防食品中毒守門原則1.要洗手：烹調或進食前務必用肥皂澈底洗手，食材也應以流動潔淨水源清洗，降低微生物傳播風險。2.要新鮮：選購新鮮食材，特別是海鮮、肉類等容易被細菌污染的食材，確認來源安全。3.要生熟分開：生熟食材及刀具砧板應分開存放與處理，避免交叉污染。4.要澈底加熱：烹煮食物時應加熱至中心溫度達70℃以上，牡蠣、蛤蠣等貝類開蓋後需持續加熱3-5分鐘再食用，杜絕生食風險。5.要注意保存溫度：烹調後的菜餚，如果沒有立刻食用，應儘快冷藏，放涼後才能冰的觀念落伍囉！6.不飲用山泉水：不要飲用未經處理的水源，防止細菌或病毒感染。7.不採食不明動植物：尤其是不明菇類，避免因誤食而中毒。注意秋冬季節為諾羅病毒高峰期  農曆新年適逢我國冬季，秋冬時節為諾羅病毒的盛行季節，該病毒不僅會透過食物傳染，也會因為人傳人而快速擴散。若食用受污染的食物或未澈底加熱的海鮮，如牡蠣或蛤蠣，可能會引發嚴重的腸胃道症狀。因此，烹煮海鮮時務必延長加熱時間，避免逞一時口腹之慾而忽略諾羅病毒感染風險。  食品藥物管理署官方網站(http://www.fda.gov.tw/TC/site.aspx?sid=1816&r=1633211921)備有詳細的食品中毒知識介紹與豐富的食品中毒防治宣導品，歡迎民眾多加下載利用。                ,2025-01-22,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623381
39,預告「化粧品應標示特定香精或香料成分」草案暨修正標示規定第七點草案,"                        衛生福利部(衛福部)於114年1月21日預告訂定「化粧品應標示之特定香精或香料成分」草案及預告修正「化粧品外包裝、容器、標籤或仿單之標示規定」第七點草案，公開評論期自預告次日起計60日，蒐集社會各界意見。    本次草案規範參考國際管理規定及「歐盟消費者安全科學委員會」(Scientific Committee on Consumer Safety, SCCS) 等相關研究，針對α-戊桂皮醛 (Amyl Cinnamal) 等24項香精或香料成分，要求當使用於「使用後沖洗產品」濃度超過0.01%，或「非使用後沖洗產品」濃度超過0.001%時，必須標示實際成分名稱，不得以香精、香料、Flavor、Fragrance、Parfum、Perfume或Aroma等方式標示。為確保規定明確性，衛福部同步修正「化粧品外包裝、容器、標籤或仿單之標示規定」第七點內容，詳情可至本署網站 (http://www.fda.gov.tw) 公告資訊查閱。    食品藥物管理署表示，本規定旨在提升產品透明度，保障消費者知情權與選擇權，使國人能依自身需求選擇適合的產品。草案預定自公告日起1年後生效，正式施行後，若業者未依規定標示，將依化粧品衛生安全管理法第23條，處以新臺幣1萬至100萬元罰鍰，並可按次處罰；情節重大者，最高可處停業或廢止登記事項。",2025-01-21,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623380
40,食藥署與地方政府衛生局持續強化市售豬肉抽驗，並公布113年1月至12月檢驗結果,"                    為維護國人食用豬肉產品之衛生安全，食品藥物管理署(下稱食藥署)與地方政府衛生局持續強化後市場進口與國產豬肉產品之抽樣，並依衛生福利部110年5月27日公告修正之「食品中動物用藥殘留量檢驗方法-乙型受體素類多重殘留分析」進行21項乙型受體素(含萊克多巴胺)檢驗，以確保市售豬肉產品符合我國動物用藥殘留標準。自113年1月至12月，於各販售通路、直接供應飲食場所及製造端共計抽驗4,236件(包括國產3,379件、進口857件)，均未檢出萊克多巴胺。食藥署將持續與地方政府衛生局執行市售豬肉產品乙型受體素之抽驗，確保食品安全，讓消費者可以安心選購。",2025-01-16,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623369
41,成藥、指示藥分不清?藥師來解答!,                        當您不小心出現輕微傷口時，使用家中常備的藥膏可以緩解疼痛。但您了解手上的藥膏是什麼類型嗎?如果家裡沒有合適的藥膏，該怎麼辦呢?食品藥物管理署(以下簡稱食藥署)向您說明，我國的藥品分級制度及取得藥品的正確方式，助您安全用藥、健康無憂。藥品依據風險和安全性分為三級，目的是確保民眾用藥的安全性：一、處方藥：這類藥品風險較高，需由醫生依據病情開立處方箋，再由藥事人員調劑提供，例如口服抗生素、降血壓藥、糖尿病用藥等。民眾應依照醫囑及藥袋標示服藥，勿自行停藥或調整劑量。二、指示藥：此類藥品無須醫師處方且會標示「醫師藥師藥劑生指示藥品」，民眾可至藥局或聘有藥事人員的藥粧店購買，常見的有解熱鎮痛藥和感冒藥等。民眾應依藥品說明書、醫師或藥事人員指示使用，且若症狀持續三天以上未改善，應儘速就醫。三、成藥：這類藥品的藥理作用較溫和，安全性高，民眾可自行購買。使用前務必閱讀藥品說明書。成藥可分為「甲類成藥」和「乙類成藥」，其中甲類成藥僅限藥局或藥師駐店的藥粧店販售，常見的為胃腸藥、浣腸劑；乙類成藥另可在百貨、雜貨店、餐旅服務商店及網路購買，常見的為清涼劑、外用軟油膏類等。    民眾若想知道自己服用的是哪一種類別的藥品，可從藥品的外盒或藥品說明書(仿單)確認，亦可到食藥署的「西藥、醫療器材許可證相關查詢」，查詢藥品許可證。網路購藥須謹慎    隨著網路購物普及，購買藥品時務必提高警覺。目前，我國僅允許乙類成藥於網路上販售，且外包裝有明顯「乙類成藥」標示。其餘藥品如壯陽藥、減肥藥或國外藥品，若於網路上販售皆屬違法。這類產品未經品質、安全及療效把關，消費者可能買到假藥，甚至因服用後出現嚴重不良反應，無法申請藥害救濟，既花錢又危害健康。此外，該等非法產品可能以買家名義輸入，消費者還可能不小心觸犯藥事法輸入禁藥的相關規定。    食藥署提醒民眾，如有用藥需求，應至醫療院所或藥局諮詢專業藥事人員，透過正規管道取得藥品，避免購買來路不明的網路藥品。正確用藥，才能安心守護健康!                ,2025-01-15,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623365
42,114年1月1日起 化粧品禁止使用成分及嬰兒食品標示管理新制,                        為配合國際間化粧品管理趨勢，衛生福利部於113年3月21日公告修正「化粧品禁止使用成分表」，新增全氟/多氟烷基物質等9項禁用成分，將自114年1月1日實施，化粧品業者禁止製造、輸入、供應、販售、贈送、公開陳列或提供消費者試用含該等禁用成分化粧品。違反者，將依化粧品衛生安全管理法第22條處以新臺幣2萬元至500萬元罰鍰，並得按次處罰；情節重大者，最高可處停業或廢止相關登記事項。    此外，嬰兒食品標示管理新制亦將於114年1月1日起實施一、衛生福利部將現行「嬰兒配方食品及供四個月以上嬰兒食用之完整配方食品應加標示事項」、「嬰兒配方奶水應加標示事項」、「嬰兒配方食品及供四個月以上嬰兒食用之完整配方食品不得標示事項」、「特殊營養食品之嬰兒與較大嬰兒配方食品，應以直接印製方式顯著標示辨識標記於容器上，以利消費者辨識」共4項規定，整併為1項「嬰兒與較大嬰兒配方食品應加標示事項」，於112年2月1日公告訂定，並自114年1月1日生效，以利業者同時參照依循。二、嬰兒與較大嬰兒配方食品應加標示事項修正重點，(一)每一百大卡熱量含鐵質未滿一毫克之產品，原標示「三個月以上嬰兒食用時，應注意補充鐵質」，修正為「嬰兒食用時，應注意補充鐵質」。(二)辨識標記母嬰圖未變更，僅辨識標記文字，原「餵母乳的嬰兒最健康」，參考Codex Standard (CXS 72-1981)原文，修正為「母乳是嬰兒最佳的營養來源」。三、嬰兒與較大嬰兒配方食品應加標示部分包括(一)「產品開封前及開封後之保存方法」、(二)「產品之使用方法及用量」、(三)「使用者應遵照醫護人員、營養師之建議決定是否需要食用嬰兒配方食品及食用方法」、(四)「顯著標示辨識標記並印刷於容器或外包裝」、(五)「沖泡或稀釋調配時，應使用經煮沸之溫水及充分消毒之容器」等其他提醒詞句。四、嬰兒與較大嬰兒配方食品不得標示「人乳化」、「母乳化」或優於母乳之等同意義詞句，且不得有嬰兒圖片及使產品變得理想化之圖片及文字等。五、食品藥物管理署(食藥署)提醒，(一)1歲以下之嬰兒與較大嬰兒配方食品，依法需經衛生福利部食品藥物管理署查驗登記審查核准，可於「食品藥物消費者專區」（連結途徑：http://consumer.fda.gov.tw/首頁>整合查詢服務>食品>核可資料查詢>嬰兒與較大嬰兒配方食品許可資料查詢），搜尋相關資料。(二)對於必須以母乳替代品哺育寶寶的家長們，可諮詢醫師、營養師或醫護人員等專業人員之意見，就嬰兒自身狀況來選擇合適的嬰兒與較大嬰兒配方食品。   最後，食藥署呼籲，化粧品及食品業者應恪守法規，積極配合新制推行，全面檢視產品成分及標示，確保符合相關規定。同時，食藥署將持續透過規範修訂，與業界共同打造更安全、更透明的化粧品及食品環境，守護消費者健康，促進國人生活品質提升。,2024-12-25,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623318
43,「疹、破、痛、紅、腫、燒」—認識藥品過敏的前兆,                        如果你認為藥品過敏只會打個噴嚏、起個小疹，那可能得多加留意了。藥品過敏反應，可能是輕微的皮疹或是危及生命的過敏。症狀可能在服藥幾天內發生，有時則在二至三個月才出現。任何人都可能發生藥品過敏，因此，記住如果服藥後身體開始出現「疹、破、痛、紅、腫、燒」的症狀，應立即回診並告知用藥史，將幫助及早發現藥品過敏，避免嚴重不良反應發生。    藥品過敏的六大前兆為：皮膚出現紅「疹」、口腔出現潰「破」、喉嚨感到疼「痛」、眼睛變「紅」腫、嘴唇「腫」脹、身體出現發「燒」。提醒民眾，如果在用藥後發現這些症狀，尤其是口腔、喉嚨、眼睛等黏膜部位出現異常，這些可能是過敏反應的前兆。除皮膚的反應外，如果出現心悸、呼吸困難、不明原因的明顯疲倦、噁心、黃疸、或茶色尿也可能是藥品過敏症狀，都是需要立刻就醫的訊號。    食藥署統計1999年至2024年11月的藥害救濟給付案例，常見可疑藥品類別包括抗癲癇藥（Carbamazepine、Phenytoin、Lamotrigine）、抗痛風藥（Allopurinol）、非類固醇類消炎止痛藥（Diclofenac、Ibuprofen、Mefenamic acid）及抗生素(Rifampin/Isoniazid/Pyrazinamide、Co-trimoxazole及Sulfasalazine)。目前國內針對Carbamazepine及Allopurinol的病人，健保分別有給付終身一次HLA-B*1502及HLA-B*5801基因篩檢，民眾可諮詢醫師評估是否需要進行基因檢測，以降低藥品過敏發生風險。     食藥署提醒，民眾用藥期間可以保留處方紀錄，如果出現不適症狀，應儘速就醫並提供處方紀錄等資訊給醫療人員參考；如果曾有藥品過敏史，可請醫療人員協助將其記錄在過敏紀錄卡，就醫時主動出示，避免重複使用到過敏藥品。利用藥物過敏早期症狀自我檢視表亦可避免延誤治療時機，造成不可挽回的傷害。民眾如果有用藥問題可洽鄰近醫療機構或社區藥局的醫師或藥師，藥物過敏紀錄卡及藥物過敏早期症狀自我檢視表可以至藥害救濟基金會網頁下載 (http://www.tdrf.org.tw)。若民眾因正當使用合法藥品，造成嚴重藥品不良反應，導致住院、殘障或死亡等情況，可撥打藥害救濟諮詢專線(02)2358-4097，向藥害救濟基金會詢問申請事宜。                ,2024-12-18,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623300
44,預告修正農藥殘留容許量標準 加強食品殘留農藥管理,                        衛生福利部於本(13)日預告修正「農藥殘留容許量標準」，修正內容為增修訂阿納寧等32種農藥於100項農作物之殘留容許量、刪除二‧四地等2種農藥6項殘留容許量，以及增列「普硫松」為公告禁用農藥。前述增修訂殘留容許量，包含進口容許量7種農藥20項農作物之殘留容許量；國內登記案10種農藥62項農作物之殘留容許量；配合檢驗方法修正16種農藥18項農作物之殘留容許量。本草案預告評論期60日，以蒐集各界意見。    我國對於農藥之核准登記及修訂殘留容許量，分別由農業部及衛生福利部依權責辦理。農藥殘留容許量之增修訂依據來源為二，一為配合國內前端農業部核准國內農藥使用需求及範圍等規定；二為因應國際貿易需求，由出口國政府或農藥業者向衛生福利部食品藥物管理署(下稱食藥署)提出。針對進口農產品，因其農作物生長環境、病蟲害防治及用藥方法與國內情形不同，為國民飲食需求，係由食藥署參酌先進國家作法，受理增修訂進口農產品殘留農藥容許量之案件。另，農藥殘留容許量之修正，經審核農藥之毒性資料、農作物殘留量消退試驗資料、核准登記使用方法等科學性資料，參酌國際間標準，評估國人對各類農作物取食總量之累積風險，並會商農業部，經專家委員審核通過，期在保護國內消費者飲食安全之前提下，讓農藥之使用及管理更加合理化。    食藥署持續監測市售農產品之農藥殘留，如發現有違反農藥殘留容許量標準之規定者，依違反食品安全衛生管理法第15條第1項第5款規定，依同法第44條第1項第2款處新臺幣6萬元以上2億元以下罰鍰，並由地方政府衛生局聯合農業機關追查供應來源及殘留原因，依法處辦，讓民眾食的安心。                ,2024-12-13,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623288
45,迎向美好新「聲」-人工電子耳,                    能夠聽見聲音對我們的一生極其重要，隨著科技發展，民眾長期戴耳機有機會導致聽力損害，老年聽損未改善者可能增加腦部退化的風險，而新生兒如具有先天性聽損則會嚴重影響語言學習及腦部發展。不同生理部位的損害對聽力的影響也不一樣，有些病患可以透過簡易的治療恢復，有些須利用助聽器放大聲音，有些則需要透過電子耳來改善聽力。耳朵所聽見的聲音，是由聲波經過中耳鼓膜震動後傳遞到內耳的耳蝸，使之產生電訊號，再藉由聽神經傳到腦部形成聽覺。當耳蝸受損無法傳導電訊號時，置放人工電子耳是現今發展成熟的解決方案。人工電子耳的組成有內/外兩大部分，內部分是接受器與聽神經傳遞電極；外部分是線圈與聲音處理器。其作用是藉由外部懸掛在耳後聲音處理器的麥克風接收聲波，經線圈傳送訊號至埋於內耳的接收器，由電極直接向聽覺神經傳遞訊號，繞過內耳喪失功能的部份以建立聽覺。對於使用助聽器無法有效改善聽力的重度至極重度聽損者，可以評估是否適用人工電子耳。然而，並非所有聽損者都適合安裝人工電子耳，若是聽神經缺損/萎縮或中樞聽覺認知系統受損之患者即不適用。食藥署提醒，在接受植入手術前務必與耳鼻喉科醫師充分溝通並接受專業醫療團隊的評估，依照您的病情、職業、生活習慣等，選擇適合的人工電子耳。此外，病患及家屬應充分了解其功能與限制，並積極配合術後聽力復健，才能有效改善聽力。人工電子耳屬於第三等級醫療器材，食品藥物管理署對其上市前審查均嚴謹把關始核予許可證。如需查詢醫療器材許可證產品相關資料，可至食品藥物管理署網站之許可證資料庫查詢  ( http://www.fda.gov.tw>醫療器材>資訊查詢>醫療器材許可證資料庫>西藥、醫療器材、化粧品許可證相關查詢)；如有發現醫療器材不良品或使用醫療器材引起之不良反應，請至藥品醫療器材食品化粧品上市後品質管理系統(http://qms.fda.gov.tw)或撥打不良反應通報專線: 02-2396-0100通報。                ,2024-12-11,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623277
46,食品消費紅綠燈，民眾採買要留意,"                    聖誕佳節，緊接著跨年假期，食品藥物管理署（下稱食藥署）提醒，除了蒐集必買必吃的美食資訊外，也可查詢「食品消費紅綠燈」，了解國外回收的產品資訊。食藥署說明，為把關輸入食品的安全，每日會從美、加、紐、澳、日、韓等13個國家(地區)，共計14個網站中蒐集各國食品回收警訊，以及接收歐盟食品和飼料快速預警(RASFF)警訊，主動調查釐清相關產品是否有輸至我國，並發布「消費紅綠燈」資訊(網址：http://consumer.fda.gov.tw/Light/List.aspx?nodeID=30&rand=1180274102)，提供消費者參考。自109年1月1日起至113年11月30日止，食藥署已監控6,070則國際食品回收警訊，包括綠燈6,011則、黃燈57則以及紅燈2則，提供國人在選購外國食品之參考，不同燈號分別表示下列意義：1.綠燈：產品未進入我國市場，或危害人體健康的可能性極微。2.黃燈：產品有輸入並進入我國市場流通，對人體無立即性危害或有危害疑慮，須進一步調查並改善。3.紅燈：該產品已在國內市場流通，且對人體有立即或重大危害。最後，食藥署提醒，於國外採購回國的食品，除有限量規定外，攜帶回國的食品也僅能供個人自行食用，不得在國內販售，違規者，可依食品安全衛生管理法第47條14款處新臺幣3-300萬元罰鍰。1.錠狀、膠囊狀食品供個人自用，每種至多12瓶(盒、罐、包、袋)，合計不超過36瓶(盒、罐、包、袋，以原包裝為限)。2.一般食品供個人自用時，價值需在1,000美元以下，且總重量在6公斤以內。",2024-12-04,https://www.fda.gov.tw/tc/newsContent.aspx?cid=4&id=t623267
